department,region,termination_date,bracket_salary,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,promotion_last_5years,resigned
support,APAC,11/01/2007,"high, 118000",0.22,0.63,5,284,6,0,0,0
sales,Canada,02/09/2006,"low, 31000",0.8,0.51,4,213,3,0,0,0
hr,US,10/18/2011,"low, 60000",0.97,0.57,3,144,3,0,0,0
accounting,Europe,06/08/2013,"high, 139000",0.64,0.91,3,165,3,1,0,0
product_mng,US,10/07/2016,"low, 43000",0.62,0.87,3,151,2,1,0,0
support,US,10/18/2004,"medium, 85000",0.1,0.94,6,297,5,0,0,1
sales,US,03/04/2016,"low, 59000",0.73,0.9,5,184,3,0,0,0
sales,US,10/26/2017,"medium, 61000",0.91,0.82,3,183,2,0,0,0
IT,Europe,30/07/2017,"medium, 67000",0.39,0.5,2,151,3,0,0,1
support,US,06/28/2017,"low, 53000",0.72,0.84,3,167,3,0,0,0
product_mng,US,08/26/2015,"medium, 71000",0.61,0.52,4,171,2,0,0,0
sales,US,06/05/2015,"medium, 88000",0.16,0.64,6,143,5,1,0,0
technical,Europe,19/11/2015,"low, 31000",0.74,0.59,4,177,4,1,0,0
IT,Europe,25/02/2002,"low, 57000",0.92,0.85,5,259,5,0,0,1
sales,US,06/27/2004,"low, 53000",0.49,0.37,5,246,3,0,0,0
sales,US,04/05/2005,"low, 32000",0.51,0.69,3,145,2,1,0,0
technical,US,07/06/2016,"low, 30000",0.66,0.99,4,195,3,0,0,0
management,US,09/13/2017,"low, 35000",0.66,0.69,5,202,6,0,0,0
support,US,10/05/2005,"low, 36000",0.1,0.86,6,247,4,0,0,1
marketing,US,01/28/2018,"low, 55000",0.76,1,5,265,2,0,0,0
sales,US,11/14/2011,"low, 60000",0.57,0.75,4,151,2,0,0,0
technical,US,10/25/2000,"low, 36000",0.39,0.48,2,151,3,0,0,1
technical,US,06/21/1990,"low, 54000",0.82,0.8,3,162,3,0,0,0
sales,US,06/23/1999,"high, 121000",0.83,0.96,5,275,5,0,0,1
support,US,06/05/2015,"low, 33000",1,0.6,4,265,4,0,0,0
support,Europe,03/02/2010,"medium, 79000",0.51,0.71,4,208,3,1,0,0
RandD,Europe,25/04/2016,"low, 34000",0.58,0.69,4,223,4,0,0,0
support,US,09/24/2015,"low, 59000",0.24,0.71,3,187,5,0,0,0
support,US,11/01/1999,"high, 190000",0.8,0.78,5,266,3,0,0,0
product_mng,Europe,25/09/2016,"low, 57000",0.92,0.97,4,201,2,0,0,0
support,US,02/07/2017,"medium, 73000",0.96,0.78,3,135,3,0,0,0
product_mng,Canada,08/06/2015,"low, 36000",0.72,0.73,5,184,4,1,0,0
technical,US,10/01/2007,"low, 54000",0.11,0.91,7,287,4,0,0,1
sales,US,10/25/2005,"low, 56000",0.4,0.79,5,181,5,0,0,0
technical,US,11/13/2015,"medium, 75000",0.44,0.56,2,131,3,0,0,1
support,US,11/26/2004,"medium, 89000",0.93,0.92,3,248,2,0,0,0
support,US,10/11/2016,"medium, 61000",0.81,0.6,4,179,3,0,0,0
IT,Europe,31/08/2015,"low, 47000",0.15,0.81,3,191,5,0,0,0
technical,US,11/04/2006,"low, 49000",0.77,0.54,5,252,2,0,0,0
IT,US,11/24/2016,"medium, 63000",0.64,0.69,4,232,3,0,0,0
marketing,US,12/26/2015,"medium, 86000",0.53,0.68,4,214,3,0,0,0
hr,US,10/18/2008,"low, 40000",0.67,0.77,4,242,3,0,0,0
RandD,Europe,20/09/2003,"low, 55000",0.75,0.81,5,227,5,0,0,1
hr,US,04/17/2002,"medium, 90000",0.41,0.48,2,148,3,0,0,1
sales,US,04/13/2016,"medium, 72000",0.75,0.78,2,259,3,0,0,0
RandD,US,04/06/2010,"medium, 72000",0.83,0.67,3,175,3,0,0,0
sales,US,03/23/2016,"low, 58000",0.5,0.53,4,263,3,0,0,0
sales,US,02/07/2012,"low, 40000",0.75,0.55,3,253,6,0,0,0
RandD,US,09/07/2017,"medium, 82000",0.83,0.93,4,269,5,0,0,1
sales,US,12/26/2016,"low, 38000",0.85,0.86,3,255,2,0,0,0
product_mng,US,07/23/2002,"medium, 74000",0.88,0.9,2,233,3,0,0,0
IT,Europe,29/04/2016,"medium, 81000",0.96,0.95,6,215,4,0,0,0
technical,US,01/04/2016,"medium, 83000",0.58,0.5,5,184,4,0,0,0
support,US,05/16/2016,"low, 30000",0.11,0.55,2,137,3,1,0,1
technical,US,06/29/2006,"medium, 66000",0.15,0.74,6,144,7,0,1,0
support,US,04/06/2013,"medium, 89000",0.42,0.69,3,126,2,0,0,0
IT,US,09/02/2015,"low, 31000",0.53,0.7,4,155,5,1,0,0
support,US,02/20/2011,"medium, 70000",0.38,0.47,3,189,5,0,0,0
sales,US,11/02/2017,"low, 37000",0.1,0.86,6,288,4,0,0,1
IT,US,03/18/2016,"low, 33000",0.09,0.8,5,279,4,0,0,1
sales,Europe,26/03/2002,"low, 45000",0.23,0.37,3,247,4,0,0,0
technical,Canada,16/08/2009,"low, 47000",0.99,0.67,3,200,2,0,0,0
sales,APAC,16/12/2005,"medium, 89000",0.75,0.51,4,138,4,0,0,0
technical,US,02/01/1999,"medium, 87000",0.77,0.97,3,215,2,0,0,0
sales,Europe,18/07/1986,"medium, 87000",0.38,0.46,2,137,3,0,0,1
product_mng,Canada,18/08/2010,"low, 36000",0.95,0.65,3,183,3,0,0,0
sales,US,10/21/2015,"medium, 88000",0.46,0.46,2,140,3,0,0,1
accounting,Europe,05/08/2016,"low, 54000",0.97,0.57,4,150,2,0,0,0
sales,US,04/22/2017,"low, 38000",0.69,0.97,5,105,4,0,0,0
product_mng,US,11/19/2009,"medium, 62000",0.63,0.48,4,180,4,0,0,0
hr,US,11/19/2004,"low, 53000",0.95,0.94,3,174,3,0,0,0
marketing,US,08/10/2007,"low, 46000",0.57,0.69,3,154,2,0,0,0
sales,Canada,12/08/2009,"low, 35000",0.66,0.76,3,170,3,0,0,0
sales,Europe,22/02/2016,"low, 31000",0.63,0.98,4,187,3,0,0,0
sales,US,10/09/2017,"medium, 86000",0.87,0.48,4,264,3,0,0,0
marketing,US,11/30/2011,"medium, 87000",0.67,0.49,3,185,3,0,0,0
sales,Canada,29/03/2014,"medium, 68000",0.81,0.55,3,127,4,0,0,0
product_mng,US,09/09/1985,"high, 172000",0.73,0.72,4,197,3,0,0,0
technical,US,06/26/2002,"low, 60000",0.52,0.82,4,198,4,0,0,0
RandD,US,12/28/2015,"medium, 84000",0.94,0.57,3,166,4,0,0,0
IT,US,03/27/2017,"low, 49000",0.4,0.49,2,144,3,0,0,1
technical,US,02/21/2009,"high, 155000",0.1,0.85,7,261,4,0,0,1
sales,US,04/22/2007,"high, 170000",0.73,0.95,4,223,6,0,0,1
IT,US,04/04/2014,"medium, 85000",0.66,0.67,5,148,3,0,0,0
sales,Europe,18/02/2015,"medium, 80000",0.58,0.75,4,233,2,0,0,0
accounting,Europe,15/04/2011,"low, 57000",0.77,0.87,3,275,4,1,0,0
RandD,US,02/06/2002,"medium, 66000",0.38,0.47,2,147,3,0,0,1
sales,US,05/21/1996,"low, 43000",0.78,0.87,3,191,3,1,0,0
sales,Canada,01/09/2002,"medium, 73000",0.94,0.73,3,268,10,0,0,0
sales,Europe,22/01/2012,"medium, 79000",0.09,0.8,6,304,4,0,0,1
IT,US,07/29/2000,"high, 138000",0.78,0.44,3,97,4,0,0,0
technical,US,04/18/2015,"low, 54000",0.44,0.55,2,128,3,0,1,1
support,US,07/24/2016,"medium, 82000",0.72,0.71,4,256,3,0,1,0
technical,Europe,29/07/2003,"low, 47000",0.96,0.78,2,284,3,0,0,0
product_mng,US,06/08/2013,"medium, 64000",0.49,0.6,2,113,5,0,0,0
IT,Canada,22/08/2002,"medium, 77000",0.74,0.52,3,213,3,0,0,0
hr,US,01/30/2006,"low, 34000",0.92,0.79,5,243,3,1,0,0
support,Canada,07/12/2006,"medium, 74000",0.49,0.67,2,190,8,0,0,0
hr,US,01/06/2007,"low, 33000",0.8,0.69,3,164,3,0,0,0
technical,Europe,17/01/2016,"low, 51000",0.79,0.49,3,137,2,0,0,0
support,US,03/15/2017,"medium, 67000",0.83,0.73,4,247,2,0,0,0
IT,US,08/13/1994,"low, 42000",0.66,0.57,4,161,7,0,1,0
marketing,US,10/27/2004,"medium, 75000",0.86,0.64,4,137,2,0,0,0
product_mng,US,11/25/2009,"medium, 76000",0.42,0.44,3,183,2,0,0,0
technical,US,07/14/2015,"high, 172000",0.76,0.89,5,262,5,0,0,1
support,US,09/27/2016,"low, 59000",0.61,0.48,4,163,3,0,0,0
sales,Canada,30/12/2010,"low, 51000",0.52,0.72,4,222,3,0,0,0
IT,US,11/19/2003,"low, 43000",0.61,0.97,6,286,4,0,0,0
technical,US,08/12/2017,"medium, 71000",0.09,0.96,6,245,4,0,0,1
sales,US,12/31/2012,"low, 39000",0.8,0.96,3,161,3,0,0,0
IT,US,07/23/2009,"low, 52000",0.81,0.97,4,212,2,0,0,0
technical,US,11/12/2016,"high, 120000",0.67,0.58,5,161,3,1,0,0
technical,Canada,29/01/2003,"low, 55000",0.61,0.74,2,143,6,0,0,0
hr,US,11/27/2015,"medium, 80000",0.79,0.93,4,226,5,0,0,1
IT,US,08/06/2008,"medium, 107000",0.73,0.91,4,241,2,1,0,0
technical,US,01/05/1999,"medium, 87000",0.82,0.93,4,185,2,0,0,0
RandD,US,09/17/2015,"low, 33000",0.94,0.76,4,261,6,0,0,0
sales,US,01/07/2017,"medium, 65000",0.41,0.55,2,161,3,0,0,1
RandD,US,09/11/2009,"low, 41000",0.78,0.68,5,168,3,0,0,0
sales,US,11/02/2015,"low, 53000",0.1,0.86,7,261,5,0,0,1
IT,US,12/24/2006,"medium, 70000",0.81,0.8,4,229,2,0,0,0
sales,US,09/07/2006,"medium, 83000",0.9,0.77,5,163,3,0,0,0
support,Canada,05/01/2017,"low, 42000",0.63,0.49,5,192,2,0,0,0
marketing,US,02/07/2015,"low, 59000",0.92,0.91,3,160,2,0,0,0
product_mng,Canada,15/12/2015,"medium, 83000",0.33,0.62,4,113,6,0,0,0
hr,US,05/16/2005,"medium, 70000",0.2,0.68,5,167,7,0,0,0
sales,Canada,26/03/2017,"medium, 70000",0.16,0.73,4,197,2,0,0,0
accounting,Canada,17/02/2015,"high, 186000",0.12,0.49,4,191,5,0,0,0
technical,US,01/17/2015,"medium, 79000",0.54,0.84,3,132,3,0,0,0
technical,Canada,31/08/2017,"medium, 75000",0.7,0.68,5,225,7,0,0,0
sales,Europe,13/05/2015,"medium, 64000",0.98,0.99,4,261,10,1,0,0
support,US,03/20/2016,"low, 42000",0.81,0.56,3,142,3,0,0,0
support,US,06/29/2016,"medium, 80000",0.54,0.63,3,211,3,0,0,0
sales,APAC,15/07/2016,"low, 55000",0.24,0.94,4,146,4,0,0,0
technical,US,08/23/2016,"medium, 78000",0.37,0.92,4,211,7,0,0,0
technical,US,09/08/2017,"low, 57000",0.1,0.87,6,307,4,0,0,1
support,US,05/10/2005,"low, 48000",0.72,0.7,3,238,2,0,0,0
accounting,Europe,06/07/2015,"medium, 75000",0.9,0.96,5,243,5,0,0,1
product_mng,US,11/17/2003,"low, 59000",0.1,0.95,6,244,5,0,0,1
technical,US,05/27/2017,"medium, 85000",0.63,0.66,4,157,2,0,0,0
marketing,US,06/25/2011,"low, 54000",0.1,0.84,6,293,5,0,0,1
sales,US,06/25/2003,"medium, 71000",0.77,0.64,3,254,3,0,0,0
sales,US,08/27/2016,"medium, 78000",0.96,0.49,5,137,3,0,0,0
sales,APAC,10/01/2013,"medium, 77000",0.84,0.52,6,98,3,0,0,0
management,US,12/25/2015,"medium, 75000",0.72,0.5,4,245,3,0,0,0
marketing,Europe,24/03/2013,"low, 32000",0.63,0.91,4,252,3,1,0,0
sales,Europe,03/09/2015,"low, 53000",0.82,0.71,3,160,3,0,0,0
technical,Canada,11/05/2015,"low, 42000",0.77,0.67,4,225,4,0,0,0
sales,Europe,12/11/2010,"medium, 64000",0.82,0.76,3,219,8,1,0,0
technical,US,08/03/2017,"medium, 74000",0.78,0.4,4,145,5,1,1,0
support,US,11/03/2004,"medium, 62000",0.4,0.46,2,146,3,0,0,1
technical,US,06/15/2004,"low, 42000",0.4,0.56,2,137,3,0,0,1
RandD,Europe,22/11/2017,"low, 55000",0.23,0.7,5,168,4,0,0,1
sales,US,05/24/2012,"medium, 74000",0.37,0.53,2,140,3,0,0,1
product_mng,US,11/09/2015,"high, 141000",0.93,0.94,4,233,6,0,0,0
product_mng,US,11/06/2016,"medium, 90000",0.11,0.74,6,290,5,0,0,1
marketing,US,04/19/2017,"low, 55000",0.69,0.54,4,180,3,0,0,0
sales,Canada,07/10/2014,"medium, 84000",0.82,0.68,2,200,3,0,0,0
technical,Europe,23/04/2017,"medium, 61000",0.49,0.59,4,137,4,0,0,0
management,Canada,27/04/2015,"low, 39000",0.74,0.95,5,170,4,0,0,0
sales,US,09/11/2010,"medium, 87000",1,0.88,4,191,4,0,0,0
technical,Europe,20/08/1991,"low, 41000",0.45,0.54,2,140,3,0,0,1
technical,Canada,10/10/2013,"high, 131000",0.31,0.59,3,176,3,0,0,0
technical,US,11/10/2015,"medium, 78000",0.11,0.89,6,268,4,0,0,1
technical,US,11/13/2000,"medium, 90000",0.75,0.83,3,146,3,0,0,0
support,US,02/11/2002,"low, 47000",0.58,0.69,4,165,3,0,0,0
marketing,US,04/26/2013,"medium, 89000",0.65,0.85,4,172,3,0,0,0
support,US,11/14/2017,"medium, 61000",0.53,0.78,5,275,5,0,0,0
support,US,02/09/2006,"medium, 66000",0.86,0.82,4,212,2,0,0,0
RandD,US,08/27/2005,"medium, 63000",0.59,0.61,4,141,2,1,0,0
support,US,07/01/2016,"medium, 76000",0.21,0.58,7,203,5,0,0,1
technical,US,08/12/2015,"medium, 103000",0.49,0.66,3,163,3,0,0,0
product_mng,APAC,19/11/2016,"low, 52000",0.86,0.87,5,171,2,0,0,0
IT,US,07/29/2003,"low, 53000",0.77,1,4,249,6,0,0,1
hr,US,05/24/2017,"medium, 78000",0.18,0.61,5,174,6,0,0,0
sales,US,01/07/2007,"medium, 72000",0.4,0.46,2,143,3,0,0,1
sales,US,12/19/2017,"low, 43000",0.2,0.53,5,272,5,0,0,0
accounting,Europe,26/04/2016,"medium, 61000",0.73,0.46,4,240,4,1,0,0
accounting,Canada,05/05/2016,"low, 54000",0.45,0.49,2,149,3,0,0,1
technical,US,12/22/2016,"low, 46000",0.1,0.97,6,282,4,0,0,1
sales,US,06/12/2012,"medium, 79000",0.9,0.99,5,260,5,0,0,1
support,US,09/05/2017,"low, 35000",0.39,0.5,2,142,3,0,0,1
support,Europe,29/05/2017,"medium, 85000",0.19,0.97,6,269,6,0,0,0
RandD,Canada,07/06/2004,"low, 55000",0.45,0.51,2,137,3,0,0,1
IT,Canada,18/01/2018,"low, 60000",0.23,0.96,4,213,4,0,0,0
support,US,02/11/2001,"low, 43000",0.38,0.49,2,137,3,0,0,1
product_mng,US,11/21/2011,"medium, 65000",0.53,0.81,3,253,3,0,0,0
sales,US,04/13/2013,"low, 37000",0.82,0.69,4,262,2,0,0,0
IT,Canada,19/08/2016,"low, 51000",0.79,0.45,5,131,6,0,0,0
product_mng,US,11/15/2006,"medium, 103000",0.74,0.97,4,228,5,0,0,1
marketing,US,08/26/2016,"low, 51000",0.69,0.63,5,140,4,0,1,0
technical,US,06/30/1993,"medium, 87000",0.76,0.57,5,255,4,0,0,0
sales,US,03/05/2015,"low, 30000",0.75,0.78,3,241,3,0,0,0
RandD,US,03/18/2017,"high, 137000",0.18,0.67,5,285,5,0,0,0
IT,US,01/01/2017,"medium, 71000",0.92,0.58,3,261,3,1,0,0
sales,US,12/21/2017,"low, 43000",0.37,0.46,2,157,3,0,0,1
sales,US,09/03/2017,"low, 53000",0.33,0.59,3,243,2,0,0,0
RandD,Canada,16/09/2015,"medium, 64000",0.23,0.75,6,220,3,0,0,0
technical,US,04/07/2007,"low, 55000",0.56,0.57,4,161,3,0,0,0
technical,US,05/01/2002,"low, 56000",0.98,0.58,4,133,3,0,0,0
sales,Canada,24/12/1988,"low, 36000",0.36,0.5,2,132,3,0,0,1
sales,US,08/08/2016,"medium, 89000",0.66,0.95,5,192,7,0,0,0
product_mng,APAC,29/12/2009,"high, 257000",0.75,0.74,3,186,3,1,0,0
sales,Europe,25/04/2015,"low, 42000",0.62,0.91,3,251,10,0,0,0
product_mng,Europe,05/03/2003,"low, 60000",0.48,0.57,4,270,4,0,0,1
technical,US,09/02/2016,"medium, 80000",0.18,0.76,5,173,4,0,0,0
management,US,11/30/2006,"medium, 84000",0.74,0.81,5,281,3,1,0,0
RandD,US,04/28/2006,"medium, 77000",0.64,0.54,3,166,2,0,0,0
sales,Europe,15/01/2003,"medium, 76000",0.36,0.97,5,151,3,0,0,0
technical,US,02/02/2003,"low, 60000",0.1,0.91,6,246,4,0,0,1
accounting,Europe,23/01/2018,"medium, 76000",0.93,0.49,3,211,2,0,0,0
management,US,10/13/2015,"medium, 81000",0.69,0.9,5,103,5,0,0,0
accounting,US,08/21/2007,"medium, 73000",0.4,0.51,2,145,3,0,0,1
product_mng,Europe,24/10/2016,"medium, 74000",0.97,0.94,3,180,3,0,0,0
hr,US,06/28/2016,"low, 60000",0.84,0.87,4,246,6,0,0,1
marketing,US,08/14/2015,"medium, 82000",0.81,0.9,4,165,3,0,0,0
support,US,06/17/2002,"low, 42000",0.44,0.51,2,134,3,0,0,1
sales,Europe,04/11/2016,"low, 34000",0.94,0.51,3,242,3,0,0,0
support,US,04/09/2017,"medium, 68000",0.84,0.46,5,118,3,0,0,0
RandD,Europe,02/08/2002,"low, 46000",0.44,0.55,2,137,3,0,0,1
sales,US,12/27/2003,"low, 56000",0.67,1,3,201,4,0,0,0
technical,US,11/04/2015,"low, 42000",0.45,0.48,2,136,3,0,0,1
technical,US,03/05/2005,"low, 57000",0.29,0.86,3,251,4,0,0,0
accounting,US,03/17/2016,"medium, 79000",0.87,0.91,5,228,5,0,0,1
support,US,05/01/1987,"medium, 64000",0.55,0.67,3,150,2,0,1,0
technical,US,12/17/2015,"medium, 81000",1,0.89,3,189,3,0,0,0
support,US,12/31/2006,"medium, 97000",0.57,0.61,3,243,3,0,0,0
sales,Europe,27/11/2007,"medium, 61000",0.94,0.93,4,220,3,0,0,0
technical,US,05/03/2007,"low, 48000",0.97,0.7,5,195,2,1,0,0
sales,US,04/10/2008,"low, 54000",0.79,0.87,3,232,2,0,0,0
technical,Canada,18/02/2017,"low, 31000",0.84,0.93,5,236,5,0,0,1
IT,US,04/21/2015,"low, 30000",0.69,0.74,5,227,2,0,0,0
IT,US,05/31/2015,"low, 34000",0.98,0.5,4,207,3,0,0,0
accounting,Europe,07/03/2017,"low, 43000",0.7,0.9,3,173,2,0,0,0
product_mng,Europe,21/01/2018,"low, 60000",0.91,0.99,5,265,5,1,0,1
RandD,Europe,01/08/2016,"high, 135000",0.53,0.73,3,163,3,1,0,0
technical,US,06/03/2016,"medium, 74000",0.67,0.63,3,241,3,0,0,0
management,US,12/27/2005,"medium, 109000",0.55,0.87,3,215,2,0,0,0
marketing,US,12/01/2015,"low, 39000",0.41,0.58,5,274,2,1,0,0
support,US,06/10/2006,"low, 35000",0.77,0.78,3,165,2,0,0,0
IT,US,08/19/2015,"low, 59000",0.83,0.81,4,209,4,0,0,0
sales,Europe,31/08/2009,"low, 40000",0.1,0.94,6,309,4,0,0,1
technical,US,12/05/2011,"low, 51000",0.62,0.54,3,142,2,0,0,0
accounting,Canada,27/07/2003,"medium, 75000",0.99,0.71,4,199,4,0,0,0
IT,US,07/29/2010,"low, 33000",0.91,0.88,5,123,5,0,0,0
support,Canada,13/11/2016,"medium, 77000",0.39,0.45,3,100,8,1,0,0
IT,Europe,04/01/2014,"low, 48000",0.71,0.48,5,114,3,0,0,0
support,US,01/20/2011,"medium, 81000",0.96,0.93,4,260,3,0,0,0
support,US,04/12/2009,"high, 167000",0.85,0.67,3,176,2,0,0,0
support,Canada,12/07/2010,"medium, 72000",0.75,0.96,3,138,2,0,0,0
IT,APAC,31/01/2013,"medium, 83000",0.71,0.63,3,254,3,1,0,0
support,US,08/29/1985,"low, 50000",0.43,0.47,2,147,3,0,0,1
product_mng,Canada,30/06/2004,"medium, 89000",0.58,0.9,4,175,3,1,0,0
product_mng,US,02/13/2010,"low, 37000",0.94,0.82,4,159,2,1,0,0
product_mng,US,03/11/2013,"medium, 63000",0.59,0.57,5,257,2,0,0,0
product_mng,US,11/14/2015,"low, 55000",0.7,0.83,4,182,3,0,0,0
management,US,05/25/2002,"medium, 87000",0.71,0.53,5,162,2,0,0,0
sales,US,06/15/2017,"low, 38000",0.69,0.75,3,253,3,0,0,0
technical,US,06/20/2008,"medium, 82000",0.53,0.82,3,254,3,1,0,0
sales,Europe,15/11/2013,"medium, 61000",0.79,0.89,4,240,3,0,0,0
product_mng,US,12/11/2015,"high, 144000",0.68,0.74,4,215,3,0,0,0
sales,US,03/20/2006,"low, 50000",0.87,0.59,4,202,3,0,0,0
RandD,US,04/17/2003,"high, 136000",0.16,0.89,4,196,3,1,0,0
sales,US,03/20/2015,"low, 57000",0.62,0.85,3,237,3,1,0,0
technical,Europe,18/03/2002,"low, 43000",1,0.75,3,237,3,0,0,0
management,US,12/09/2017,"high, 181000",0.53,0.76,5,132,6,0,0,1
IT,US,05/14/2003,"low, 35000",0.56,0.62,4,247,3,0,0,0
marketing,US,03/25/2015,"medium, 77000",1,0.73,5,142,4,0,0,0
technical,US,10/15/2017,"medium, 67000",0.81,0.96,4,212,3,0,0,0
RandD,US,12/09/2007,"medium, 85000",0.9,0.76,3,255,7,0,0,0
sales,US,11/20/2015,"low, 35000",0.93,0.98,3,241,3,0,0,0
product_mngr,Europe,08/04/2009,"medium, 78000",0.4,0.36,4,128,4,0,0,0
RandD,Europe,29/08/2004,"low, 47000",0.69,0.98,3,261,4,0,0,0
sales,US,08/21/2015,"medium, 70000",0.58,0.62,3,218,3,0,0,0
sales,US,07/22/2009,"low, 31000",0.87,0.52,4,140,3,0,0,0
product_mng,US,06/27/2007,"low, 41000",0.38,0.5,2,140,3,0,0,1
sales,Europe,24/09/2006,"low, 41000",0.75,0.7,5,269,3,0,0,0
technical,Canada,11/11/1989,"medium, 84000",0.2,1,3,123,4,0,0,0
technical,US,12/20/2016,"medium, 75000",0.11,0.84,6,287,4,0,0,1
sales,Europe,14/08/1999,"low, 43000",0.9,0.65,4,221,3,0,0,0
support,US,12/26/1997,"medium, 72000",0.29,0.57,5,149,3,0,0,0
support,US,04/27/2011,"medium, 70000",0.5,0.85,4,138,3,0,0,1
accounting,US,12/26/2016,"low, 47000",0.92,0.99,5,255,6,0,0,1
support,US,06/17/2015,"high, 178000",0.82,0.87,3,206,2,0,0,0
sales,Canada,04/01/2018,"low, 42000",0.11,0.98,6,250,4,0,0,1
support,Europe,12/03/2016,"medium, 71000",0.9,0.49,4,185,2,0,0,0
support,APAC,09/01/2005,"medium, 63000",0.77,0.87,4,150,4,0,0,1
technical,US,01/06/2007,"low, 60000",0.95,0.67,4,261,3,0,0,0
IT,US,07/07/2016,"low, 32000",0.74,0.82,4,239,6,0,0,1
sales,Europe,25/10/2006,"medium, 77000",0.65,0.6,3,218,4,0,0,0
marketing,US,09/07/2005,"low, 44000",0.6,0.58,3,201,3,0,0,0
RandD,US,04/08/2004,"low, 44000",0.75,0.75,2,141,4,0,0,0
sales,US,07/31/2001,"low, 56000",0.95,0.45,3,225,2,0,0,0
sales,US,08/21/2009,"low, 35000",0.74,1,5,275,5,0,0,1
sales,US,02/22/2015,"low, 32000",0.82,0.91,5,271,2,0,1,0
support,US,08/29/2005,"medium, 75000",0.52,0.64,4,268,3,0,0,0
accounting,Europe,12/10/2002,"medium, 76000",0.55,0.64,4,260,3,0,0,0
marketing,Canada,08/08/2006,"low, 60000",0.97,0.78,3,268,3,1,0,0
hr,US,11/28/2015,"medium, 71000",0.49,0.48,4,247,3,0,0,0
sales,Europe,17/11/2017,"medium, 89000",0.49,0.62,4,161,2,0,0,0
IT,Europe,31/12/2016,"medium, 80000",0.36,0.48,2,137,3,0,0,1
sales,Canada,27/02/2015,"low, 55000",0.17,0.76,4,199,5,0,0,0
sales,US,12/27/2015,"low, 59000",0.75,0.96,4,150,2,0,0,0
sales,US,11/20/2008,"medium, 89000",0.48,0.72,3,143,4,0,0,0
IT,Europe,18/02/2016,"medium, 65000",0.56,0.59,4,164,3,0,1,0
management,US,05/19/2005,"low, 39000",0.33,0.51,2,166,3,0,0,0
product_mng,US,07/27/1993,"low, 47000",0.61,0.89,3,242,10,0,0,0
support,APAC,03/12/2015,"medium, 62000",0.1,0.92,6,279,4,0,0,1
sales,Canada,24/10/2016,"low, 44000",0.87,0.58,4,259,3,0,0,0
support,US,08/13/2017,"low, 39000",0.84,0.79,4,266,3,1,0,0
support,US,12/29/2000,"medium, 75000",0.4,0.47,5,173,5,0,0,0
accounting,Canada,27/11/2015,"low, 41000",0.12,0.7,4,276,4,0,0,0
IT,Canada,30/12/2006,"medium, 68000",0.45,0.52,2,147,3,0,0,1
technical,US,09/25/2017,"low, 38000",0.51,0.58,2,181,4,0,0,0
IT,Europe,13/09/2015,"medium, 73000",0.3,0.58,2,124,3,0,0,0
marketing,US,07/18/2016,"low, 47000",0.74,0.67,3,273,3,1,0,0
technical,US,03/05/2016,"medium, 77000",0.9,1,5,232,5,0,0,1
sales,US,01/19/2018,"low, 56000",0.37,0.47,2,149,3,0,0,1
product_mng,Europe,20/11/2004,"medium, 81000",0.81,0.62,5,201,3,1,0,0
hr,US,01/24/2018,"low, 58000",0.42,0.48,2,155,3,0,0,1
sales,US,06/24/2013,"medium, 83000",0.44,0.65,2,151,3,0,0,0
accounting,US,01/01/2016,"low, 53000",0.5,0.84,3,156,4,0,0,0
technical,US,09/22/2016,"medium, 89000",0.39,0.45,2,134,3,0,0,1
management,Canada,27/04/2016,"medium, 69000",0.82,0.91,5,271,2,0,1,0
technical,Europe,17/02/2015,"low, 36000",0.59,0.54,4,176,2,0,0,0
technical,US,09/25/2015,"low, 33000",0.52,0.51,2,232,4,0,0,0
sales,US,09/18/2006,"medium, 62000",0.96,0.59,3,241,3,0,0,0
sales,Canada,27/04/2004,"low, 38000",0.75,0.57,3,158,2,1,0,0
technical,APAC,28/07/2008,"medium, 71000",0.09,0.96,6,245,4,0,0,1
technical,Canada,23/03/2009,"low, 45000",0.97,0.83,3,238,2,0,0,0
product_mng,US,08/07/2015,"medium, 69000",0.97,0.51,4,241,4,0,0,0
accounting,US,09/11/2015,"medium, 84000",0.11,0.79,7,306,4,0,0,1
marketing,US,11/28/2017,"low, 58000",0.95,0.72,3,168,5,0,0,0
IT,US,07/05/2017,"medium, 81000",0.1,0.77,7,291,4,0,0,1
marketing,Europe,11/02/2009,"low, 34000",0.67,0.87,5,254,2,0,0,0
support,US,03/17/2006,"low, 41000",0.61,0.89,3,201,2,0,0,0
support,US,09/04/2016,"low, 56000",0.74,0.73,3,156,8,0,0,0
marketing,Europe,29/05/2016,"low, 33000",0.66,0.84,4,197,2,0,0,0
technical,US,11/19/2015,"medium, 80000",0.11,0.77,6,275,4,0,0,1
sales,US,10/19/2017,"low, 46000",0.73,0.73,5,249,3,0,0,0
product_mng,Canada,26/05/2008,"medium, 64000",0.8,0.85,4,239,3,0,0,0
management,US,08/04/2016,"low, 48000",0.78,0.89,4,137,3,0,0,0
technical,US,09/03/2016,"high, 124000",0.95,0.96,3,250,3,0,0,0
sales,Canada,12/07/2003,"low, 40000",0.36,0.51,2,130,3,0,0,1
product_mng,US,03/13/2017,"low, 52000",0.91,0.71,3,171,2,0,0,0
sales,US,12/11/2017,"medium, 85000",0.41,0.84,6,191,6,0,0,0
